Timestamp,X,Y
2024-09-07 21:54:29.160,673,655
2024-09-07 21:54:29.209,676,655
2024-09-07 21:54:29.257,678,655
2024-09-07 21:54:29.281,681,655
2024-09-07 21:54:29.329,683,655
2024-09-07 21:54:29.361,686,655
2024-09-07 21:54:29.409,688,655
2024-09-07 21:54:29.689,691,655
2024-09-07 21:54:30.137,693,655
2024-09-07 21:54:30.161,696,655
2024-09-07 21:54:30.169,698,655
2024-09-07 21:54:30.184,701,655
2024-09-07 21:54:30.200,703,656
2024-09-07 21:54:30.224,706,658
2024-09-07 21:54:30.233,708,661
2024-09-07 21:54:30.240,711,663
2024-09-07 21:54:30.257,713,666
2024-09-07 21:54:30.265,716,668
2024-09-07 21:54:30.273,718,671
2024-09-07 21:54:30.281,721,673
2024-09-07 21:54:30.289,724,676
2024-09-07 21:54:30.297,727,678
2024-09-07 21:54:30.305,731,682
2024-09-07 21:54:30.313,736,686
2024-09-07 21:54:30.321,741,689
2024-09-07 21:54:30.329,744,693
2024-09-07 21:54:30.337,747,696
2024-09-07 21:54:30.345,749,698
2024-09-07 21:54:30.353,752,701
2024-09-07 21:54:30.360,754,703
2024-09-07 21:54:30.369,757,706
2024-09-07 21:54:30.377,759,708
2024-09-07 21:54:30.385,762,711
2024-09-07 21:54:30.393,764,713
2024-09-07 21:54:30.400,767,714
2024-09-07 21:54:30.409,771,716
2024-09-07 21:54:30.425,774,718
2024-09-07 21:54:30.432,777,721
2024-09-07 21:54:30.441,779,723
2024-09-07 21:54:30.449,782,726
2024-09-07 21:54:30.456,784,728
2024-09-07 21:54:30.473,787,731
2024-09-07 21:54:30.481,789,732
2024-09-07 21:54:30.497,792,733
2024-09-07 21:54:30.505,794,736
2024-09-07 21:54:30.513,798,738
2024-09-07 21:54:30.537,802,741
2024-09-07 21:54:30.545,804,743
2024-09-07 21:54:30.553,807,746
2024-09-07 21:54:30.561,809,749
2024-09-07 21:54:30.593,813,752
2024-09-07 21:54:30.608,817,754
2024-09-07 21:54:30.616,818,757
2024-09-07 21:54:30.624,819,759
2024-09-07 21:54:30.632,821,762
2024-09-07 21:54:30.649,822,764
2024-09-07 21:54:30.656,823,767
2024-09-07 21:54:30.681,824,769
2024-09-07 21:54:30.713,826,772
2024-09-07 21:54:30.729,827,774
2024-09-07 21:54:30.745,827,777
2024-09-07 21:54:30.760,827,779
