Timestamp,X,Y
2024-09-07 22:03:08.920,653,521
2024-09-07 22:03:37.384,656,519
2024-09-07 22:03:37.392,658,514
2024-09-07 22:03:37.407,659,511
2024-09-07 22:03:37.528,661,508
2024-09-07 22:03:37.536,663,508
2024-09-07 22:03:37.545,666,508
2024-09-07 22:03:37.552,671,508
2024-09-07 22:03:37.560,684,508
2024-09-07 22:03:37.568,702,506
2024-09-07 22:03:37.576,724,506
2024-09-07 22:03:37.584,751,503
2024-09-07 22:03:37.592,782,501
2024-09-07 22:03:37.600,809,498
2024-09-07 22:03:37.608,836,494
2024-09-07 22:03:37.616,858,492
2024-09-07 22:03:37.624,876,489
2024-09-07 22:03:37.632,891,487
2024-09-07 22:03:37.640,906,484
2024-09-07 22:03:37.648,923,479
2024-09-07 22:03:37.656,944,474
2024-09-07 22:03:37.664,967,469
2024-09-07 22:03:37.672,991,466
2024-09-07 22:03:37.680,1018,462
2024-09-07 22:03:37.688,1044,458
2024-09-07 22:03:37.696,1067,456
2024-09-07 22:03:37.704,1084,453
2024-09-07 22:03:37.712,1097,451
2024-09-07 22:03:37.800,1102,451
2024-09-07 22:03:37.816,1095,451
2024-09-07 22:03:37.823,1085,451
2024-09-07 22:03:37.832,1073,451
2024-09-07 22:03:37.840,1055,451
2024-09-07 22:03:37.848,1029,451
2024-09-07 22:03:37.856,996,451
2024-09-07 22:03:37.864,956,444
2024-09-07 22:03:37.872,909,434
2024-09-07 22:03:37.880,859,423
2024-09-07 22:03:37.888,806,408
2024-09-07 22:03:37.896,750,392
2024-09-07 22:03:37.904,690,376
2024-09-07 22:03:37.912,629,357
2024-09-07 22:03:37.920,570,339
2024-09-07 22:03:37.928,513,321
2024-09-07 22:03:37.936,463,303
2024-09-07 22:03:37.944,419,286
2024-09-07 22:03:37.952,384,271
2024-09-07 22:03:37.959,356,257
2024-09-07 22:03:37.968,338,248
2024-09-07 22:03:37.976,325,241
2024-09-07 22:03:37.984,318,237
2024-09-07 22:03:38.000,313,234
2024-09-07 22:03:38.007,308,232
2024-09-07 22:03:38.016,304,229
2024-09-07 22:03:38.023,300,227
2024-09-07 22:03:38.032,295,226
2024-09-07 22:03:38.039,291,226
2024-09-07 22:03:38.048,289,226
2024-09-07 22:03:38.056,285,226
2024-09-07 22:03:38.096,281,226
2024-09-07 22:03:38.128,279,226
2024-09-07 22:03:38.136,278,226
2024-09-07 22:03:38.144,275,230
2024-09-07 22:03:38.152,273,234
2024-09-07 22:03:38.160,270,240
2024-09-07 22:03:38.168,268,245
2024-09-07 22:03:38.175,265,251
2024-09-07 22:03:38.184,265,259
2024-09-07 22:03:38.192,263,265
2024-09-07 22:03:38.200,260,271
2024-09-07 22:03:38.208,260,277
2024-09-07 22:03:38.216,260,281
2024-09-07 22:03:38.224,260,286
2024-09-07 22:03:38.232,258,290
2024-09-07 22:03:38.240,258,292
2024-09-07 22:03:38.248,258,296
2024-09-07 22:03:38.256,258,300
2024-09-07 22:03:38.264,255,304
2024-09-07 22:03:38.272,255,309
2024-09-07 22:03:38.280,255,312
2024-09-07 22:03:38.288,255,315
2024-09-07 22:03:38.296,253,317
2024-09-07 22:03:38.303,253,320
2024-09-07 22:03:38.311,253,322
2024-09-07 22:03:38.320,253,325
2024-09-07 22:03:38.328,253,327
2024-09-07 22:03:38.336,253,330
2024-09-07 22:03:38.344,253,334
2024-09-07 22:03:38.352,253,337
2024-09-07 22:03:38.360,253,340
2024-09-07 22:03:38.368,253,344
2024-09-07 22:03:38.376,253,347
2024-09-07 22:03:38.400,253,350
2024-09-07 22:03:38.608,253,348
2024-09-07 22:03:38.632,253,346
2024-09-07 22:03:38.663,253,343
2024-09-07 22:03:38.679,253,341
2024-09-07 22:03:38.687,253,338
2024-09-07 22:03:38.695,253,336
2024-09-07 22:03:38.704,253,333
2024-09-07 22:03:38.712,253,331
2024-09-07 22:03:38.720,253,327
2024-09-07 22:03:38.728,253,324
2024-09-07 22:03:38.736,253,322
2024-09-07 22:03:38.743,253,319
2024-09-07 22:03:38.752,253,317
2024-09-07 22:03:38.760,253,314
2024-09-07 22:03:38.768,253,312
2024-09-07 22:03:38.776,253,308
2024-09-07 22:03:38.784,253,304
2024-09-07 22:03:38.792,253,302
2024-09-07 22:03:38.800,253,299
2024-09-07 22:03:38.816,254,297
2024-09-07 22:03:38.823,256,294
