Timestamp,X,Y
2024-09-07 22:07:29.127,962,475
2024-09-07 22:07:29.135,962,479
2024-09-07 22:07:29.143,962,483
2024-09-07 22:07:29.151,962,486
2024-09-07 22:07:29.159,962,489
2024-09-07 22:07:29.167,962,493
2024-09-07 22:07:29.175,962,496
2024-09-07 22:07:29.183,962,500
2024-09-07 22:07:29.191,962,505
2024-09-07 22:07:29.199,962,509
2024-09-07 22:07:29.207,962,511
2024-09-07 22:07:29.216,962,514
2024-09-07 22:07:29.224,962,518
2024-09-07 22:07:29.239,962,521
2024-09-07 22:07:29.272,960,525
2024-09-07 22:07:29.448,960,529
2024-09-07 22:07:29.456,960,531
2024-09-07 22:07:29.463,956,536
2024-09-07 22:07:29.471,954,544
2024-09-07 22:07:29.479,950,554
2024-09-07 22:07:29.488,945,565
2024-09-07 22:07:29.496,939,579
2024-09-07 22:07:29.504,931,594
2024-09-07 22:07:29.512,925,610
2024-09-07 22:07:29.519,918,628
2024-09-07 22:07:29.527,909,645
2024-09-07 22:07:29.535,900,664
2024-09-07 22:07:29.543,891,680
2024-09-07 22:07:29.551,883,699
2024-09-07 22:07:29.559,874,714
2024-09-07 22:07:29.568,865,730
2024-09-07 22:07:29.576,856,745
2024-09-07 22:07:29.584,850,758
2024-09-07 22:07:29.592,843,769
2024-09-07 22:07:29.600,838,779
2024-09-07 22:07:29.607,834,785
2024-09-07 22:07:29.616,831,790
2024-09-07 22:07:29.624,830,794
2024-09-07 22:07:29.632,828,795
2024-09-07 22:07:29.727,825,798
2024-09-07 22:07:29.744,823,799
2024-09-07 22:07:29.752,820,799
2024-09-07 22:07:29.760,818,799
2024-09-07 22:07:29.767,815,799
2024-09-07 22:07:29.776,811,799
2024-09-07 22:07:29.784,809,799
2024-09-07 22:07:29.792,805,799
2024-09-07 22:07:29.800,801,799
2024-09-07 22:07:29.808,799,799
2024-09-07 22:07:29.816,795,799
2024-09-07 22:07:29.824,791,799
2024-09-07 22:07:29.832,786,799
2024-09-07 22:07:29.839,783,799
2024-09-07 22:07:29.848,778,797
2024-09-07 22:07:29.855,771,797
2024-09-07 22:07:29.863,766,797
2024-09-07 22:07:29.871,761,795
2024-09-07 22:07:29.879,758,795
2024-09-07 22:07:29.887,754,792
2024-09-07 22:07:29.896,751,792
2024-09-07 22:07:29.903,749,792
2024-09-07 22:07:29.999,748,790
2024-09-07 22:07:30.007,748,787
2024-09-07 22:07:30.015,748,785
2024-09-07 22:07:30.023,748,782
2024-09-07 22:07:30.032,748,778
2024-09-07 22:07:30.040,748,773
2024-09-07 22:07:30.048,748,770
2024-09-07 22:07:30.055,748,766
2024-09-07 22:07:30.063,748,762
2024-09-07 22:07:30.071,748,758
2024-09-07 22:07:30.080,748,756
2024-09-07 22:07:30.087,748,753
2024-09-07 22:07:30.096,748,751
2024-09-07 22:07:30.151,748,748
2024-09-07 22:07:30.167,749,746
2024-09-07 22:07:30.176,751,742
2024-09-07 22:07:30.183,753,737
2024-09-07 22:07:30.192,756,730
2024-09-07 22:07:30.200,758,720
2024-09-07 22:07:30.207,761,708
2024-09-07 22:07:30.215,764,697
2024-09-07 22:07:30.224,769,682
2024-09-07 22:07:30.232,777,665
2024-09-07 22:07:30.240,783,646
2024-09-07 22:07:30.248,792,625
2024-09-07 22:07:30.256,799,603
2024-09-07 22:07:30.264,807,586
2024-09-07 22:07:30.271,812,570
2024-09-07 22:07:30.280,817,553
2024-09-07 22:07:30.287,821,538
2024-09-07 22:07:30.296,824,523
2024-09-07 22:07:30.303,826,510
2024-09-07 22:07:30.312,828,496
2024-09-07 22:07:30.319,829,483
2024-09-07 22:07:30.327,829,471
2024-09-07 22:07:30.336,829,458
2024-09-07 22:07:30.344,829,447
2024-09-07 22:07:30.352,829,437
2024-09-07 22:07:30.359,829,430
2024-09-07 22:07:30.368,829,423
2024-09-07 22:07:30.376,829,418
2024-09-07 22:07:30.383,829,413
2024-09-07 22:07:30.391,829,408
2024-09-07 22:07:30.399,829,405
2024-09-07 22:07:30.408,829,400
2024-09-07 22:07:30.415,829,395
2024-09-07 22:07:30.424,829,391
2024-09-07 22:07:30.432,829,387
2024-09-07 22:07:30.439,829,383
2024-09-07 22:07:30.448,829,381
2024-09-07 22:07:30.455,829,378
2024-09-07 22:07:30.464,829,376
2024-09-07 22:07:30.544,829,375
2024-09-07 22:07:30.552,832,375
2024-09-07 22:07:30.560,836,375
2024-09-07 22:07:30.568,841,375
2024-09-07 22:07:30.576,846,376
2024-09-07 22:07:30.583,851,378
2024-09-07 22:07:30.592,856,380
2024-09-07 22:07:30.599,863,384
2024-09-07 22:07:30.608,868,385
2024-09-07 22:07:30.616,874,389
2024-09-07 22:07:30.623,881,393
2024-09-07 22:07:30.632,887,395
2024-09-07 22:07:30.639,893,399
2024-09-07 22:07:30.647,899,401
