Timestamp,X,Y
2024-09-07 22:11:49.399,623,525
2024-09-07 22:11:49.407,605,526
2024-09-07 22:11:49.415,588,528
2024-09-07 22:11:49.423,571,529
2024-09-07 22:11:49.431,558,529
2024-09-07 22:11:49.440,544,529
2024-09-07 22:11:49.446,530,529
2024-09-07 22:11:49.456,515,527
2024-09-07 22:11:49.464,501,525
2024-09-07 22:11:49.472,488,522
2024-09-07 22:11:49.479,473,518
2024-09-07 22:11:49.488,458,516
2024-09-07 22:11:49.495,444,513
2024-09-07 22:11:49.503,434,511
2024-09-07 22:11:49.512,424,508
2024-09-07 22:11:49.520,414,505
2024-09-07 22:11:49.528,405,502
2024-09-07 22:11:49.536,398,498
2024-09-07 22:11:49.544,388,496
2024-09-07 22:11:49.552,381,495
2024-09-07 22:11:49.560,375,492
2024-09-07 22:11:49.568,370,492
2024-09-07 22:11:49.576,366,492
2024-09-07 22:11:49.584,363,492
2024-09-07 22:11:49.591,358,492
2024-09-07 22:11:49.599,354,492
2024-09-07 22:11:49.607,349,492
2024-09-07 22:11:49.615,344,492
2024-09-07 22:11:49.624,339,492
2024-09-07 22:11:49.631,335,492
2024-09-07 22:11:49.640,330,492
2024-09-07 22:11:49.648,326,492
2024-09-07 22:11:49.656,323,492
2024-09-07 22:11:49.664,319,492
2024-09-07 22:11:49.671,316,492
2024-09-07 22:11:49.679,313,492
2024-09-07 22:11:49.688,306,492
2024-09-07 22:11:49.695,301,492
2024-09-07 22:11:49.704,296,492
2024-09-07 22:11:49.712,291,492
2024-09-07 22:11:49.720,286,492
2024-09-07 22:11:49.727,281,492
2024-09-07 22:11:49.736,278,492
2024-09-07 22:11:49.743,273,492
2024-09-07 22:11:49.752,269,492
2024-09-07 22:11:49.760,266,492
2024-09-07 22:11:49.767,263,492
2024-09-07 22:11:49.775,259,492
2024-09-07 22:11:49.783,256,492
2024-09-07 22:11:49.791,254,492
2024-09-07 22:11:49.823,251,492
2024-09-07 22:11:49.855,249,492
2024-09-07 22:11:49.879,246,492
2024-09-07 22:11:49.903,244,490
2024-09-07 22:11:49.935,241,487
2024-09-07 22:11:50.030,240,485
2024-09-07 22:11:50.040,238,482
2024-09-07 22:11:50.047,238,480
2024-09-07 22:11:50.063,238,477
2024-09-07 22:11:50.623,238,475
2024-09-07 22:11:50.687,235,472
2024-09-07 22:11:50.727,233,470
2024-09-07 22:11:50.831,230,467
2024-09-07 22:11:50.855,228,467
2024-09-07 22:11:50.871,225,465
2024-09-07 22:11:50.888,223,465
2024-09-07 22:11:50.904,220,462
2024-09-07 22:11:50.912,220,460
2024-09-07 22:11:50.919,218,460
2024-09-07 22:11:50.928,215,457
2024-09-07 22:11:50.935,213,455
2024-09-07 22:11:50.951,210,452
2024-09-07 22:11:50.960,208,450
2024-09-07 22:11:50.967,205,447
2024-09-07 22:11:50.975,203,445
2024-09-07 22:11:50.984,200,442
2024-09-07 22:11:50.998,198,440
2024-09-07 22:11:51.006,198,437
2024-09-07 22:11:51.014,195,435
2024-09-07 22:11:51.023,193,432
2024-09-07 22:11:51.030,193,430
2024-09-07 22:11:51.039,190,426
2024-09-07 22:11:51.055,188,423
2024-09-07 22:11:51.071,185,421
2024-09-07 22:11:51.079,183,418
2024-09-07 22:11:51.087,183,416
2024-09-07 22:11:51.095,183,413
2024-09-07 22:11:51.103,180,411
2024-09-07 22:11:51.111,178,408
2024-09-07 22:11:51.127,178,406
2024-09-07 22:11:51.135,178,403
2024-09-07 22:11:51.151,175,401
2024-09-07 22:11:51.159,175,397
2024-09-07 22:11:51.183,175,393
2024-09-07 22:11:51.198,173,391
2024-09-07 22:11:51.231,173,388
2024-09-07 22:11:51.912,173,387
2024-09-07 22:11:51.920,173,387
2024-09-07 22:11:51.928,176,387
2024-09-07 22:11:51.936,178,387
2024-09-07 22:11:51.944,181,388
2024-09-07 22:11:51.960,183,389
