Timestamp,X,Y
2024-09-07 22:05:19.880,681,312
2024-09-07 22:05:19.887,665,302
2024-09-07 22:05:19.896,656,296
2024-09-07 22:05:19.943,653,292
2024-09-07 22:05:19.952,650,288
2024-09-07 22:05:19.959,650,286
2024-09-07 22:05:19.967,650,283
2024-09-07 22:05:19.976,650,281
2024-09-07 22:05:19.984,650,277
2024-09-07 22:05:19.991,650,271
2024-09-07 22:05:19.999,646,266
2024-09-07 22:05:20.183,644,263
2024-09-07 22:05:20.207,641,262
2024-09-07 22:05:20.215,638,262
2024-09-07 22:05:20.224,634,260
2024-09-07 22:05:20.231,630,257
2024-09-07 22:05:20.240,626,255
2024-09-07 22:05:20.247,623,255
2024-09-07 22:05:20.255,619,255
2024-09-07 22:05:20.263,615,251
2024-09-07 22:05:20.271,611,250
2024-09-07 22:05:20.279,608,250
2024-09-07 22:05:20.287,604,247
2024-09-07 22:05:20.296,601,245
2024-09-07 22:05:20.303,599,245
2024-09-07 22:05:20.311,596,242
2024-09-07 22:05:20.319,594,242
2024-09-07 22:05:20.327,591,240
2024-09-07 22:05:20.335,589,240
2024-09-07 22:05:20.343,586,237
2024-09-07 22:05:20.351,584,235
2024-09-07 22:05:20.367,581,232
2024-09-07 22:05:20.375,579,230
2024-09-07 22:05:20.384,576,227
2024-09-07 22:05:20.391,574,225
2024-09-07 22:05:20.399,571,221
2024-09-07 22:05:20.408,568,216
2024-09-07 22:05:20.416,564,212
2024-09-07 22:05:20.424,563,208
2024-09-07 22:05:20.432,560,206
2024-09-07 22:05:20.447,558,203
2024-09-07 22:05:22.504,558,203
2024-09-07 22:05:22.512,561,203
2024-09-07 22:05:22.536,563,202
2024-09-07 22:05:22.584,564,202
2024-09-07 22:05:22.591,564,203
2024-09-07 22:05:22.600,564,205
2024-09-07 22:05:22.608,559,209
2024-09-07 22:05:22.616,549,213
2024-09-07 22:05:22.624,540,218
2024-09-07 22:05:22.632,535,221
2024-09-07 22:05:22.639,531,223
2024-09-07 22:05:22.648,530,225
2024-09-07 22:05:22.672,530,228
2024-09-07 22:05:22.703,530,230
2024-09-07 22:05:22.711,530,233
2024-09-07 22:05:22.719,531,236
2024-09-07 22:05:22.727,532,239
2024-09-07 22:05:22.735,532,241
2024-09-07 22:05:22.743,533,244
2024-09-07 22:05:22.751,534,248
2024-09-07 22:05:22.759,534,251
2024-09-07 22:05:22.767,536,254
2024-09-07 22:05:22.776,538,259
2024-09-07 22:05:22.783,542,266
2024-09-07 22:05:22.791,547,276
2024-09-07 22:05:22.799,553,289
2024-09-07 22:05:22.807,561,303
2024-09-07 22:05:22.815,568,316
2024-09-07 22:05:22.824,574,329
2024-09-07 22:05:22.832,578,339
2024-09-07 22:05:22.839,583,346
2024-09-07 22:05:22.847,586,353
2024-09-07 22:05:22.855,588,358
2024-09-07 22:05:22.864,589,361
2024-09-07 22:05:22.880,589,364
2024-09-07 22:05:22.887,591,366
2024-09-07 22:05:22.895,592,369
2024-09-07 22:05:22.903,592,371
2024-09-07 22:05:22.912,593,374
2024-09-07 22:05:22.968,594,376
2024-09-07 22:05:22.984,594,379
2024-09-07 22:05:22.999,594,381
2024-09-07 22:05:23.015,594,384
2024-09-07 22:05:23.063,594,386
2024-09-07 22:05:23.071,594,389
2024-09-07 22:05:23.080,594,391
2024-09-07 22:05:23.095,594,394
2024-09-07 22:05:23.104,594,396
2024-09-07 22:05:23.112,594,399
2024-09-07 22:05:23.120,594,401
2024-09-07 22:05:23.128,593,404
2024-09-07 22:05:23.136,593,406
2024-09-07 22:05:23.144,590,409
2024-09-07 22:05:23.151,590,411
2024-09-07 22:05:23.160,588,414
2024-09-07 22:05:23.167,588,416
2024-09-07 22:05:23.184,585,419
2024-09-07 22:05:23.208,583,421
2024-09-07 22:05:23.232,580,424
2024-09-07 22:05:23.248,578,426
2024-09-07 22:05:23.312,575,429
2024-09-07 22:05:23.328,573,431
2024-09-07 22:05:23.344,573,434
2024-09-07 22:05:23.368,570,436
2024-09-07 22:05:23.384,570,439
2024-09-07 22:05:23.392,570,441
2024-09-07 22:05:23.407,570,444
2024-09-07 22:05:23.423,570,446
2024-09-07 22:05:23.439,570,449
2024-09-07 22:05:23.447,570,451
2024-09-07 22:05:23.455,568,454
2024-09-07 22:05:23.463,568,456
2024-09-07 22:05:23.471,568,459
2024-09-07 22:05:23.480,568,461
2024-09-07 22:05:23.487,568,464
2024-09-07 22:05:23.495,568,466
2024-09-07 22:05:23.512,568,469
2024-09-07 22:05:23.600,568,471
2024-09-07 22:05:23.623,568,474
2024-09-07 22:05:23.648,568,476
2024-09-07 22:05:23.655,568,479
2024-09-07 22:05:23.664,568,481
2024-09-07 22:05:23.671,568,484
2024-09-07 22:05:23.680,569,486
2024-09-07 22:05:23.688,569,489
2024-09-07 22:05:23.695,571,491
2024-09-07 22:05:23.704,573,494
2024-09-07 22:05:23.711,574,496
2024-09-07 22:05:23.720,576,499
2024-09-07 22:05:23.728,577,503
2024-09-07 22:05:23.736,579,508
2024-09-07 22:05:23.744,581,511
2024-09-07 22:05:23.752,582,515
2024-09-07 22:05:23.760,582,520
2024-09-07 22:05:23.768,583,525
2024-09-07 22:05:23.775,586,530
2024-09-07 22:05:23.784,587,535
2024-09-07 22:05:23.792,588,540
2024-09-07 22:05:23.800,589,546
2024-09-07 22:05:23.808,591,551
2024-09-07 22:05:23.816,592,558
2024-09-07 22:05:23.824,592,564
2024-09-07 22:05:23.832,593,569
2024-09-07 22:05:23.839,594,575
2024-09-07 22:05:23.848,594,581
2024-09-07 22:05:23.855,594,586
2024-09-07 22:05:23.864,594,590
2024-09-07 22:05:23.871,596,595
2024-09-07 22:05:23.880,597,599
2024-09-07 22:05:23.888,597,601
2024-09-07 22:05:23.896,597,604
2024-09-07 22:05:23.904,597,606
2024-09-07 22:05:23.912,597,610
2024-09-07 22:05:23.920,597,614
2024-09-07 22:05:23.928,597,616
2024-09-07 22:05:23.936,597,619
2024-09-07 22:05:23.944,597,621
2024-09-07 22:05:23.952,597,624
2024-09-07 22:05:23.960,597,628
2024-09-07 22:05:23.968,597,631
2024-09-07 22:05:23.976,597,635
2024-09-07 22:05:23.984,597,640
2024-09-07 22:05:23.992,597,644
2024-09-07 22:05:23.999,597,648
2024-09-07 22:05:24.007,597,653
2024-09-07 22:05:24.015,597,656
2024-09-07 22:05:24.023,597,660
2024-09-07 22:05:24.031,597,664
2024-09-07 22:05:24.039,597,666
2024-09-07 22:05:24.047,597,670
2024-09-07 22:05:24.055,597,674
2024-09-07 22:05:24.063,595,676
2024-09-07 22:05:24.071,595,680
2024-09-07 22:05:24.079,595,684
2024-09-07 22:05:24.087,593,686
2024-09-07 22:05:24.095,593,690
2024-09-07 22:05:24.104,593,694
2024-09-07 22:05:24.112,590,696
2024-09-07 22:05:24.120,590,700
2024-09-07 22:05:24.128,590,705
2024-09-07 22:05:24.136,590,709
2024-09-07 22:05:24.144,588,711
2024-09-07 22:05:24.152,588,715
2024-09-07 22:05:24.160,585,719
2024-09-07 22:05:24.168,585,721
2024-09-07 22:05:24.175,585,725
2024-09-07 22:05:24.183,583,729
2024-09-07 22:05:24.191,583,731
2024-09-07 22:05:24.200,583,734
2024-09-07 22:05:24.216,580,736
2024-09-07 22:05:24.224,580,739
2024-09-07 22:05:24.231,580,741
2024-09-07 22:05:24.240,580,744
2024-09-07 22:05:24.248,578,746
2024-09-07 22:05:24.255,578,749
2024-09-07 22:05:24.264,578,751
2024-09-07 22:05:24.271,578,754
2024-09-07 22:05:24.280,578,756
2024-09-07 22:05:24.296,575,759
2024-09-07 22:05:24.303,575,761
2024-09-07 22:05:24.320,575,764
2024-09-07 22:05:24.328,575,766
2024-09-07 22:05:24.336,575,769
2024-09-07 22:05:24.360,573,771
2024-09-07 22:05:24.408,573,774
2024-09-07 22:05:24.999,570,775
2024-09-07 22:05:25.007,568,778
2024-09-07 22:05:25.015,564,780
2024-09-07 22:05:25.023,560,783
2024-09-07 22:05:25.031,553,786
2024-09-07 22:05:25.039,545,789
2024-09-07 22:05:25.048,536,793
2024-09-07 22:05:25.056,528,799
2024-09-07 22:05:25.064,518,804
2024-09-07 22:05:25.071,508,808
2024-09-07 22:05:25.080,498,811
2024-09-07 22:05:25.087,489,815
2024-09-07 22:05:25.096,481,819
2024-09-07 22:05:25.104,475,821
2024-09-07 22:05:25.112,468,824
2024-09-07 22:05:25.120,461,825
2024-09-07 22:05:25.128,458,828
2024-09-07 22:05:25.136,454,829
2024-09-07 22:05:25.143,451,829
2024-09-07 22:05:25.151,449,829
2024-09-07 22:05:25.159,446,829
2024-09-07 22:05:25.176,444,829
2024-09-07 22:05:25.184,441,829
2024-09-07 22:05:25.200,439,829
2024-09-07 22:05:25.208,436,829
2024-09-07 22:05:25.216,434,829
2024-09-07 22:05:25.224,431,829
2024-09-07 22:05:25.232,428,829
2024-09-07 22:05:25.240,423,829
2024-09-07 22:05:25.248,418,829
2024-09-07 22:05:25.256,414,829
2024-09-07 22:05:25.264,411,830
2024-09-07 22:05:25.272,409,831
2024-09-07 22:05:25.280,406,831
2024-09-07 22:05:25.288,403,831
2024-09-07 22:05:25.296,399,831
2024-09-07 22:05:25.303,396,831
2024-09-07 22:05:25.312,394,833
2024-09-07 22:05:25.320,391,834
2024-09-07 22:05:25.328,389,834
2024-09-07 22:05:25.336,386,834
2024-09-07 22:05:25.352,384,834
2024-09-07 22:05:25.360,381,834
2024-09-07 22:05:25.368,379,835
2024-09-07 22:05:25.376,376,836
2024-09-07 22:05:25.384,374,836
2024-09-07 22:05:25.392,371,836
2024-09-07 22:05:25.400,369,836
2024-09-07 22:05:25.408,366,838
2024-09-07 22:05:25.423,364,839
2024-09-07 22:05:25.431,361,839
2024-09-07 22:05:25.440,359,839
2024-09-07 22:05:25.448,356,839
2024-09-07 22:05:25.455,354,839
2024-09-07 22:05:25.464,351,840
2024-09-07 22:05:25.471,349,841
2024-09-07 22:05:25.480,346,841
2024-09-07 22:05:25.487,344,841
2024-09-07 22:05:25.496,341,841
2024-09-07 22:05:25.504,339,841
2024-09-07 22:05:25.512,336,841
2024-09-07 22:05:25.528,334,843
2024-09-07 22:05:25.536,331,844
2024-09-07 22:05:25.544,329,844
2024-09-07 22:05:25.560,326,845
2024-09-07 22:05:25.568,324,846
2024-09-07 22:05:25.584,321,846
2024-09-07 22:05:25.768,319,848
2024-09-07 22:05:26.287,319,847
2024-09-07 22:05:26.296,319,845
2024-09-07 22:05:26.304,321,842
2024-09-07 22:05:26.311,323,840
2024-09-07 22:05:26.319,324,837
2024-09-07 22:05:26.336,326,835
2024-09-07 22:05:26.344,328,832
2024-09-07 22:05:26.351,329,830
